code,name,produkmui,manufacture,cert_code,nilai,label,ingredients,ingredients_lama,ing0,ing1,ing2,ing3,ing4,ing5,ing6,ing7,ing8,ing9,ing10,ing11,ing12,ing13,ing14,ing15,ing16,ing17,ing18,ing19,ing20,ing21,ing22,ing23,ing24,ing25,ing26,ing27,ing28,ing29,ing30,ing31,ing32,cert_bodies,expired,cert_bodyname,homepage,location,status
0,Dua Kelinci Kacang Sangrai,Dua kelinci kacang sangrai,Pt. dua kelinci,00100017571001,"0,8",1,"kacang tanah,minyak nabati,garam,penguat rasa,gula","kacang tanah, minyak nabati, garam, penguat rasa, gula.",kacang tanah, minyak nabati, garam, penguat rasa, gula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
1,Dua Kelinci Kacang Polong Polongmas Ayam Bawang,Dua kelinci polongmas kacang polong rasa ayam bawang,Pt. dua kelinci,00100017571001,"0,7777777778",1,"kacang polong,minyak sawit,bumbu ayam bawang,perisa sintetik daging ayam,kecap bubuk,ekstrak daging ayam,seledri,protein nabati terhidrolisis,dinatrium guanilat,dinatrium Inosinat,aspartam,asesulfam-k,pewarna makanan alami karamel,whey bubuk,natrium bikarbonat,gula,mononatrium glutamat,daun jeruk purut","kacang polong (.%), minyak sawit (mengandung antioksidan tbhq (e)), bumbu ayam bawang mengandung perisa sintetik daging ayam, kecap bubuk, ekstrak daging ayam (.%), seledri, protein nabati terhidrolisis, penguat rasa dinatrium guanilat (e), dinatrium inosinat (e), pemanis buatan aspartam (e), asesulfam-k (e), pewarna makanan alami karamel iii (ec), whey bubuk, pengembang natrium bikarbonat (e(ii)), gula, penguat rasa mononatrium glutamat (e), daun jeruk purut.",kacang polong , minyak sawit mengandung antioksidan tbhq e, bumbu ayam bawang mengandung perisa sintetik daging ayam, kecap bubuk, ekstrak daging ayam , seledri, protein nabati terhidrolisis, penguat rasa dinatrium guanilat e, dinatrium inosinat e, pemanis buatan aspartam e, asesulfamk e, pewarna makanan alami karamel iii ec, whey bubuk, pengembang natrium bikarbonat eii, gula, penguat rasa mononatrium glutamat e, daun jeruk purut,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
2,Dua Kelinci Jagung Presto Bawang Putih,Dua kelinci jagung presto rasa bawang putih,Pt. dua kelinci,00100017571001,"0,75",1,"jagung,minyak sawit,bumbu bawang putih,gula,dinatrium Inosinat,dinatrium guanilat,aspartam,asesulfam-k,protein nabati terhidrolisis,garam,mononatrium glutamat,bawang putih bubuk,bawang bombay bubuk,daun jeruk purut","""jagung (.%), minyak sawit (mengandung antioksidan tbhq (e)), bumbu bawang putih mengandung gula, penguat rasa dinatrium inosinat (e), dinatrium guanilat (e), pemanis buatan aspartam (e), asesulfam-k (e), protein nabati terhidrolisis, garam, penguat rasa mononatrium glutamat (e), bawang putih bubuk (.%), bawang bombay bubuk, daun jeruk purut.",jagung , minyak sawit mengandung antioksidan tbhq e, bumbu bawang putih mengandung gula, penguat rasa dinatrium inosinat e, dinatrium guanilat e, pemanis buatan aspartam e, asesulfamk e, protein nabati terhidrolisis, garam, penguat rasa mononatrium glutamat e, bawang putih bubuk , bawang bombay bubuk, daun jeruk purut,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
3,Frisian Flag Susu Bubuk Full Cream,Frisian flag susu bubuk full cream,Pt. frisian flag indonesia,00040040520606,"0,75",1,"susu bubuk instant full cream,mineral","susu bubuk instant full cream,  mineral.",susu bubuk instant full cream,  mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
4,Dua Kelinci Jagung Presto Pedas Manis,Dua kelinci jagung presto rasa pedas manis,Pt. dua kelinci,00100017571001,"0,75",1,"jagung,minyak sawit,gula,dinatrium guanilat,dinatrium Inosinat,dinatrium suksinat,aspartam,asesulfam-k,rempah-rempah cabai,bawang putih,antioksidan tokoferol,udang bubuk,kecap bubuk,gula aren,garam,mononatrium glutamat,antioksidan bha","jagung (.%), minyak sawit (mengandung antioksidan tbhq (e)), gula, bumbu pedas manis mengandung penguat rasa dinatrium  -guanilat (e), dinatrium  -inosinat (e), dinatrium suksinat (e(ii)), pemanis buatan aspartam (e), asesulfam-k (e), rempah-rempah cabai (.%), bawang putih, antioksidan tokoferol (e), udang bubuk, kecap bubuk, gula aren, garam, penguat rasa mononatrium glutamat (e), antioksidan bha (e)",jagung , minyak sawit mengandung antioksidan tbhq e, gula, bumbu pedas manis mengandung penguat rasa dinatrium  guanilat e, dinatrium  inosinat e, dinatrium suksinat eii, pemanis buatan aspartam e, asesulfamk e, rempahrempah cabai , bawang putih, antioksidan tokoferol e, udang bubuk, kecap bubuk, gula aren, garam, penguat rasa mononatrium glutamat e, antioksidan bha e,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
5,Frisian Flag Krimer Kental Manis Omela,Omela krimer kental manis,Pt. frisian flag indonesia,00040040520606,"0,75",1,"gula,air,lemak nabati,bubuk whey,susu bubuk skim,Buttermilk Bubuk,penstabil nabati,vitamin a,antioksidan tokoferol,vitamin b,vitamin d","gula, air, lemak nabati, bubuk whey, susu bubuk skim, butter milk bubuk, penstabil nabati, vitamin a (mengandung antioksidan tokoferol), b dan d",gula, air, lemak nabati, bubuk whey, susu bubuk skim, butter milk bubuk, penstabil nabati, vitamin a mengandung antioksidan tokoferol, b dan d,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
6,Good Family Biscuit Assorted,Good family biscuit assorted,Pt. inkubisc,00100077860716,"0,6666666667",1,"tepung terigu,margarin,gula,mentega,sirup fruktosa,bubuk skim,sirup fruktosa","tepung terigu, margarin, gula, mentega, sirup fruktosa, bubuk skim, sirup fruktosa, pengembang",tepung terigu, margarin, gula, mentega, sirup fruktosa, bubuk skim, sirup fruktosa, pengembang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
7,Van Houten Cocoa Powder,Van houten cocoa powder,Pt. ceres,00110040600606,"0,6666666667",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
8,Ottogi Honey Citron Tea,Ottogi honey citron tea,"Ottogi co., ltd",00120112161220,"0,6666666667",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
9,Delfi Hot Cocoa Indulgence,Delfi hot cocoa indulgence,Pt. ceres,00120062600912,"0,6666666667",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
10,Cadbury Hot Chocolate Drink 3 In 1,Cadbury hot chocolate drink 3 in 1,Cadbury confectionery malaysia sdn bhd,00120068190214,"0,6363636364",1,"gula,krimer,Cokelat bubuk,pengemulsi nabati,garam,perisa identik alami Cokelat,Perisa Artifisial Vanili","gula, krimer, coklat bubuk, pengemulsi nabati, garam, perisa identik alami coklat, peprisa artifasial vanila.",gula, krimer, coklat bubuk, pengemulsi nabati, garam, perisa identik alami coklat, peprisa artifasial vanila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
11,Ceres Baking Heritage Chocolate Dark Choco Chip,Ceres baking heritage dark chocolate,Pt. ceres,00110040600606,"0,625",1,"gula,lemak kakao,kakao massa,Pengemulsi Lesitin Kedelai,perisa identik alami vanili","""gula, lemak kakao, kakao massa, pengemulsi lesitin kedelai, perisa identik alami vanili""",gula, lemak kakao, kakao massa, pengemulsi lesitin kedelai, perisa identik alami vanili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
12,Frisian Flag Susu Kental Manis Coklat,Frisian flag susu kental manis,Pt. frisian flag indonesia,00040040520606,"0,625",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
13,Dua Kelinci Kacang Sukro Oven Bawang,Dua kelinci kacang oven rasa bawang,Pt. dua kelinci,00100017571001,"0,625",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
14,Ceres Baking Heritage Chocolate Milk Choco Chip,Ceres baking heritage milk chocolate,Pt. ceres,00110040600606,"0,625",1,"gula,susu bubuk,lemak kakao,kakao massa,Pengemulsi Lesitin Kedelai,perisa identik alami vanili","""gula, susu bubuk, lemak kakao, kakao massa, pengemulsi lesitin kedelai, perisa identik alami vanili""",gula, susu bubuk, lemak kakao, kakao massa, pengemulsi lesitin kedelai, perisa identik alami vanili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
15,Deka Mini Wafer Bites Durian,Deka wafer rolls mini wafer bites durian,Pt. dua kelinci,00100017571001,"0,625",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
16,Deka Mini Wafer Bites Choco Choco,Deka wafer rolls mini wafer bites choco choco,Pt. dua kelinci,00100017571001,"0,625",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
17,Sukses's Mi Instan Kuah Isi 2 Soto Mie,Mi instan sukses's isi 2 mi kuah rasa soto mie,Prakarsa alam segar pt.,00090036380805,"0,6153846154",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
18,Dua Kelinci Snack Pilus Tic Tac Sapi Panggang,Tic tac pilus rasa sapi panggang,Pt. dua kelinci,00100017571001,"0,6",1,"tapioka,bawang putih,garam,perisa sapi panggang,mononatrium glutamat,ekstrak daging sapi,aspartam","tapioka, bawang putih, garam, perisa sapi panggang, penguat rasa mononatrium glutamat, ekstrak daging sapi, pemanis buatan aspartam .mg/saji (adi: mg/kg berat badan)",tapioka, bawang putih, garam, perisa sapi panggang, penguat rasa mononatrium glutamat, ekstrak daging sapi, pemanis buatan aspartam mgsaji adi mgkg berat badan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
25,Kacang Bawang Oven,Kacang bawang oven,Ud. suryadi,03100025630719,"0,6",1,"kacang tanah,tapioka,garam,gula,bawang putih,telur,minyak asyur,air","kacang tanah, tapioka, garam, gula, bawang putih, telur, minyak asyur, air.",kacang tanah, tapioka, garam, gula, bawang putih, telur, minyak asyur, air,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
26,Indomaret Gula Merah,Gula merah indomaret,Pd upebe,01231244961219,"0,6",1,gula merah,gula merah,gula merah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
27,Selamat Wafer Chocolate,Selamat wafer chocolate,Pt. ceres,00100029330404,"0,6",1,"tepung terigu,gula,minyak nabati,kakao bubuk,susu skim bubuk,Pengemulsi Lesitin Kedelai,garam,natrium bikarbonat,perisa sintetik vanili","tepung terigu, gula, minyak nabati, kakao bubuk, susu skim bubuk, pengemulsi lesitin kedelai, garam, pengembang natrium bikarbonat, perisa sintetik vanila.",tepung terigu, gula, minyak nabati, kakao bubuk, susu skim bubuk, pengemulsi lesitin kedelai, garam, pengembang natrium bikarbonat, perisa sintetik vanila,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
28,Indomaret Popcorn Caramel,Popcorn caramel indomaret,Sinar convenience,00100096280619,"0,6",1,"gula,jagung berondong,garam,minyak kelapa","gula, jagung berondong, garam, minyak kelapa.",gula, jagung berondong, garam, minyak kelapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
30,Kewpie Mayonnaise Original,Kewpie mayonnaise original,Pt. kewpie indonesia,00060070010914,"0,6",1,"minyak kedelai,kuning telur,cuka,air,putih telur,gula,garam,dekstrin,gom xanthan,mononatrium glutamat,dinatrium ribonukleotida,mustard bubuk,sekuestran,kalsium dinatrium edta,minyak atsiri,mustard","minyak kedelai , kuning telur , cuka , air , putih telur , gula , garam , pengental ( dekstrin, gom xanthan), penguat rasa ( mononatrium glutamat , dinatrium '-ribonukleotida), mustard bubuk, sekuestran ( kalsium dinatrium edta ), minyak atsiri mustard",minyak kedelai , kuning telur , cuka , air , putih telur , gula , garam , pengental  dekstrin, gom xanthan, penguat rasa  mononatrium glutamat , dinatrium ribonukleotida, mustard bubuk, sekuestran  kalsium dinatrium edta , minyak atsiri mustard,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
36,Kongbap Multi Grain Mix Chia Seed & Quinoa,Kongbap chia seed   quinoa multi grain mix,Cv. herba liem putra,00190083340417,"0,5833333333",1,"beras merah,jagung,beras ketan,biji chia,beras hitam,barley,wijen,quinoa,milet merah,milet putih,selasih,oat","beras merah, jagung, beras ketan, biji chia, beras hitam, barley,wijen,quinoa, milet merah & putih, selasih, oat",beras merah, jagung, beras ketan, biji chia, beras hitam, barley,wijen,quinoa, milet merah  putih, selasih, oat,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
37,Tao Kae Noi Crispy Seaweed Tom Yum Goong,Tao kae noi crispy seaweed tom yum goong,Tao kae noi food &amp; marketing public company limited,00100078080816,"0,5714285714",1,"rumput laut,minyak kelapa sawit,gula,perisa identik alami tom yum,bubuk udang,Cabai,garam,dinatrium Inosinat,dinatrium guanilat","rumput laut (%), minyak kelapa sawit, gula, perisa identik alami tom yum, bubuk udang, cabe, garam, penguat rasa, dinatrium inosinat dan dinatrium guanilat, ",rumput laut , minyak kelapa sawit, gula, perisa identik alami tom yum, bubuk udang, cabe, garam, penguat rasa, dinatrium inosinat dan dinatrium guanilat, ,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
40,Minute Maid Juice Pulpy White Grape Nata De Coco,Minute maid pulpy white grape with nata de coco,Pt. coca-cola bottling indonesia,00120071760115,"0,5714285714",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
41,Delfi Chocolate Cha Cha Milk,Delfi cha cha milk chocolate compound,Pt. ceres,00110040600606,"0,5714285714",1,"gula,susu bubuk,lemak kakao,kakao massa,bubuk whey,lesitin kedelai,pgpr,Titanium Dioksida,fd&c yellow lake ci,fd&c red lake ci,fd&c yellow lake ci,fd&c blue  lake ci,sirup glukosa,confectionery glaze,pencita rasa vanili","gula, susu bubuk, lemak kakao, kakao massa, bubuk whey, lesitin kedelai, pgpr, pewarna makanan terdaftar (titanium dioxide cl , fd&c yellow  lake ci.: fd&c red  lake ci.:, fd&c yellow  lake ci.:, fd&c blue  lake ci.:), sirup glukosa, confectionery glaze, pencita rasa vanili.",gula, susu bubuk, lemak kakao, kakao massa, bubuk whey, lesitin kedelai, pgpr, pewarna makanan terdaftar titanium dioxide cl , fdc yellow  lake ci fdc red  lake ci, fdc yellow  lake ci, fdc blue  lake ci, sirup glukosa, confectionery glaze, pencita rasa vanili,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
42,Tulip Dark Chocolate Compound,Tulip dark chocolate compound,Pt. freyabadi indotama, 00110004850699,"0,5714285714",1,"lemak nabati,gula,cocoa bubuk,Pengemulsi Lesitin Kedelai,perisa sintetik Vanili","lemak nabati, gula, cocoa bubuk, pengemulsi lesitin kedelai, perisa sintetik vanilla",lemak nabati, gula, cocoa bubuk, pengemulsi lesitin kedelai, perisa sintetik vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
43,Ceres Bubuk Puding Cokelat,Ceres delight bubuk puding instan cokelat,Pt. ceres,00260066400913,"0,5714285714",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
44,Yeo's Drink Grass Jelly,Yeo's grass jelly drink,Pt. yhs indonesia,00120065430613,"0,5714285714",1,"air,gula,ekstrak cincau,tepung jagung,pewarna karamel,ekstrak licorice","air, gula, ekstrak cincau, tepung jagung, pewarna karamel, ekstrak licorice.",air, gula, ekstrak cincau, tepung jagung, pewarna karamel, ekstrak licorice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
45,Nestea Thai Milk Tea,Nestea thai milk tea,Nestle (thai) ltd,00120042521106,"0,5714285714",1,"gula,susu skim bubuk,krimer nabati,protein susu,maltodekstrin,ekstrask teh hitam,antikempal,pewarna alami,perisa sintetik,asesulfam-k,garam","gula, susu skim bubuk (%),krimer nabati (mengandung protein susu), maltodekstrin, ekstraskteh hitam (%), antikempal, pewarna alami, perisa sintetik, pemanis buatan asesulfam-k, garam.",gula, susu skim bubuk ,krimer nabati mengandung protein susu, maltodekstrin, ekstraskteh hitam , antikempal, pewarna alami, perisa sintetik, pemanis buatan asesulfamk, garam,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
46,Indomaret Kacang Asin Panggang,Indomaret kacang asin panggang,Pt. gunanusa eramandiri,00100003000696,"0,5714285714",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
47,Dua Kelinci Kacang Sukro Bersalut Kedele,Sukro kacang bersalut,Pt. dua kelinci,00100017571001,"0,5714285714",1,"kedelai,minyak sawit,tepung tapioka,pati termodifikasi,tepung beras,mononatrium glutamat,dinatrium guanilat,dinatrium Inosinat,protein nabati terhidrolisis,antikempal silikon dioksida,bawang putih bubuk,bawang bombay bubuk,perisa sintetik daging sapi bbq,asesulfam-k,kecap bubuk,dekstrin,sayuran bubuk,penstabil gom arab,merica putih bubuk","kedelai (.%), minyak sawit (mengandung antioksidan tbhq (e)), tepung tapioka, pati termodifikasi, tepung beras, bumbu mengandung penguat rasa mononatrium glutamat (e), dinatrium guanilat (e), dinatrium inosinat (e), protein nabati terhidrolisis, antikempal silikon dioksida (e), bawang putih bubuk, bawang bombay bubuk, perisa sintetik daging sapi bbq, pemanis buatan asesulfam-k (e), kecap bubuk, dekstrin, sayuran bubuk, penstabil gom arab (e), merica putih bubuk.",kedelai , minyak sawit mengandung antioksidan tbhq e, tepung tapioka, pati termodifikasi, tepung beras, bumbu mengandung penguat rasa mononatrium glutamat e, dinatrium guanilat e, dinatrium inosinat e, protein nabati terhidrolisis, antikempal silikon dioksida e, bawang putih bubuk, bawang bombay bubuk, perisa sintetik daging sapi bbq, pemanis buatan asesulfamk e, kecap bubuk, dekstrin, sayuran bubuk, penstabil gom arab e, merica putih bubuk,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
48,Dua Kelinci Snack Krip Krip Banana Crunch,Krip krip banana crunch,Pt. dua kelinci,00100017571001,"0,5714285714",1,"buah pisang,minyak kelapa,antioksidan tokoferol,tbhq","""buah pisang (%), minyak kelapa mengandung antioksidan tokoferol (e), tbhq (e).",buah pisang , minyak kelapa mengandung antioksidan tokoferol e, tbhq e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
49,Rose Brand Gula Halus,Gula halus rose brand,Pt. adikarya gemilang,00230067141113,"0,5714285714",1,kosong,kosong,kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
50,Munik Bumbu Ayam Goreng,Bumbu ayam goreng munik,Pt. sarimunik mandiri,00060038330206	,"0,5714285714",1,"bawang merah,lengkuas,gula,garam,kemiri,sereh,cabai,bawang putih","bawang merah, lengkuas, gula, garam, kemiri, sereh, cabai, bawang putih, ",bawang merah, lengkuas, gula, garam, kemiri, sereh, cabai, bawang putih, ,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
51,Toll Milk Candy Assorted Pck,Toll milk candy assorted,Pt. inkubisc, 00110077870716,"0,5714285714",1,"gula,glukosa,susu bubuk,bubuk jelly,perisa susu,perisa buah-buahan,garam,perisa vanili,pewarna makanan","gula, glukosa, susu bubuk, bubuk jelly, perisa susu, perisa buah-buahan, garam, perisa vanila dan pewarna makanan.",gula, glukosa, susu bubuk, bubuk jelly, perisa susu, perisa buahbuahan, garam, perisa vanila dan pewarna makanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
52,Frisian Flag Canister Susu Kental Manis Coklat,Frisian flag susu kental manis,Pt. frisian flag indonesia,00040040520606,"0,5555555556",1,"sukrosa,air,lemak nabati,bubuk whey,Bubuk Cokelat,susu bubuk skim,Buttermilk Bubuk,penstabil nabati,kalsium karbonat,perisa Cokelat,vitamin c,kolin klorida,vitamin e,vitamin a,vitamin b,vitamin d","sukrosa, air, lemak nabati, bubuk whey, bubuk coklat, susu bubuk skim, butter milk bubuk,perstabi nabati, kalsium karbonat perisa coklat, vitamin c, kolin klorida, vitamin e, a, b dan d,",sukrosa, air, lemak nabati, bubuk whey, bubuk coklat, susu bubuk skim, butter milk bubuk,perstabi nabati, kalsium karbonat perisa coklat, vitamin c, kolin klorida, vitamin e, a, b dan d,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
54,Pronas Sardines In Tomato Sauce,Sardines in tomato sauce pronas,Pt. gema ista raya,00030072900615,"0,5555555556",1,"ikan sarden,air,pasta tomat,gula,bumbu-bumbu,pati termodifikasi,garam","ikan sarden %, air, pasta tomat .%, gula, bumbu-bumbu, pati termodifikasi, garam.",ikan sarden , air, pasta tomat , gula, bumbubumbu, pati termodifikasi, garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
55,Mamasuka Rumput Laut Panggang (Nori),Rumput laut panggang (nori) mamasuka,Pt. aneka boga nusantara,00190080261216,"0,5555555556",1,"rumput laut,minyak jagung,minyak zaitun,garam,minyak wijen","rumput laut, minyak jagung, minyak zaitun, garam, minyak wijen.",rumput laut, minyak jagung, minyak zaitun, garam, minyak wijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majelis Ulama Indonesia,,,Halal
